r,t,y,TotalTechnologyAnnualActivity
RE1,FTECOMELC,2047,21.3
RE1,FTECOMELC,2048,22.3
RE1,FTECOMELC,2049,23.32
RE1,FTECOMELC,2050,24.33
RE1,FTEINDCOA,2019,268.7263
RE1,FTEINDCOA,2020,268.8642
RE1,FTEINDCOA,2021,281.0219
RE1,FTEINDCOA,2022,292.4674
RE1,FTEINDCOA,2023,303.2507
RE1,FTEINDCOA,2024,313.3218
RE1,FTEINDCOA,2025,322.7557
RE1,FTEINDCOA,2026,335.4275
RE1,FTEINDCOA,2027,347.3371
RE1,FTEINDCOA,2028,358.2973
RE1,FTEINDCOA,2029,368.5764
RE1,FTEINDCOA,2030,377.9561
RE1,FTEINDCOA,2031,390.6042
RE1,FTEINDCOA,2032,402.2529
RE1,FTEINDCOA,2033,413.0144
RE1,FTEINDCOA,2034,422.8015
RE1,FTEINDCOA,2035,431.6142
RE1,FTEINDCOA,2036,452.2947
RE1,FTEINDCOA,2037,472.5697
RE1,FTEINDCOA,2038,492.6014
RE1,FTEINDCOA,2039,512.2276
RE1,FTEINDCOA,2040,531.6105
RE1,FTEINDCOA,2041,554.9673
RE1,FTEINDCOA,2042,577.9186
RE1,FTEINDCOA,2043,600.4644
RE1,FTEINDCOA,2044,622.6858
RE1,FTEINDCOA,2045,644.5017
RE1,FTEINDCOA,2046,670.4537
RE1,FTEINDCOA,2047,696.0002
RE1,FTEINDCOA,2048,721.0601
RE1,FTEINDCOA,2049,745.7145
RE1,FTEINDCOA,2050,769.8823
RE1,FTEINDDSL,2019,10.06
RE1,FTEINDDSL,2020,9.58
RE1,FTEINDDSL,2021,9.49
RE1,FTEINDDSL,2022,9.31
RE1,FTEINDDSL,2023,9.05
RE1,FTEINDDSL,2024,8.71
RE1,FTEINDDSL,2025,8.29
RE1,FTEINDDSL,2026,7.88
RE1,FTEINDDSL,2027,7.37
RE1,FTEINDDSL,2028,6.77
RE1,FTEINDDSL,2029,6.07
RE1,FTEINDDSL,2030,5.28
RE1,FTEINDDSL,2031,4.44
RE1,FTEINDDSL,2032,3.49
RE1,FTEINDDSL,2033,2.43
RE1,FTEINDDSL,2034,1.27
RE1,FTEINDELC,2019,15.35
RE1,FTEINDELC,2020,15.5266
RE1,FTEINDELC,2021,16.4958
RE1,FTEINDELC,2022,17.4526
RE1,FTEINDELC,2023,18.3969
RE1,FTEINDELC,2024,19.3389
RE1,FTEINDELC,2025,20.2684
RE1,FTEINDELC,2026,21.438
RE1,FTEINDELC,2027,22.5922
RE1,FTEINDELC,2028,23.7409
RE1,FTEINDELC,2029,24.8641
RE1,FTEINDELC,2030,25.9818
RE1,FTEINDELC,2031,27.3723
RE1,FTEINDELC,2032,28.7438
RE1,FTEINDELC,2033,30.0964
RE1,FTEINDELC,2034,31.4399
RE1,FTEINDELC,2035,32.7645
RE1,FTEINDELC,2036,34.3813
RE1,FTEINDELC,2037,35.9752
RE1,FTEINDELC,2038,37.5461
RE1,FTEINDELC,2039,39.1041
RE1,FTEINDELC,2040,40.6492
RE1,FTEINDELC,2041,42.5018
RE1,FTEINDELC,2042,44.327
RE1,FTEINDELC,2043,46.125
RE1,FTEINDELC,2044,47.9157
RE1,FTEINDELC,2045,49.6691
RE1,FTEINDELC,2046,51.7603
RE1,FTEINDELC,2047,53.8095
RE1,FTEINDELC,2048,55.8467
RE1,FTEINDELC,2049,57.8519
RE1,FTEINDELC,2050,59.8351
RE1,FTEINDHFO,2019,2.0
RE1,FTEINDHFO,2020,2.9434
RE1,FTEINDHFO,2021,4.0542
RE1,FTEINDHFO,2022,5.2874
RE1,FTEINDHFO,2023,6.6131
RE1,FTEINDHFO,2024,8.0411
RE1,FTEINDHFO,2025,9.5516
RE1,FTEINDHFO,2026,11.322
RE1,FTEINDHFO,2027,13.1978
RE1,FTEINDHFO,2028,15.1791
RE1,FTEINDHFO,2029,17.2759
RE1,FTEINDHFO,2030,19.4982
RE1,FTEINDHFO,2031,22.0477
RE1,FTEINDHFO,2032,24.7562
RE1,FTEINDHFO,2033,27.5736
RE1,FTEINDHFO,2034,30.5101
RE1,FTEINDHFO,2035,33.5755
RE1,FTEINDHFO,2036,35.1787
RE1,FTEINDHFO,2037,36.7548
RE1,FTEINDHFO,2038,38.3139
RE1,FTEINDHFO,2039,39.8459
RE1,FTEINDHFO,2040,41.3508
RE1,FTEINDHFO,2041,43.1682
RE1,FTEINDHFO,2042,44.953
RE1,FTEINDHFO,2043,46.705
RE1,FTEINDHFO,2044,48.4343
RE1,FTEINDHFO,2045,50.1309
RE1,FTEINDHFO,2046,52.1497
RE1,FTEINDHFO,2047,54.1405
RE1,FTEINDHFO,2048,56.0833
RE1,FTEINDHFO,2049,58.0081
RE1,FTEINDHFO,2050,59.8849
RE1,FTEINDKER,2019,0.36
RE1,FTEINDKER,2020,0.34
RE1,FTEINDKER,2021,0.34
RE1,FTEINDKER,2022,0.33
RE1,FTEINDKER,2023,0.33
RE1,FTEINDKER,2024,0.31
RE1,FTEINDKER,2025,0.3
RE1,FTEINDKER,2026,0.28
RE1,FTEINDKER,2027,0.26
RE1,FTEINDKER,2028,0.24
RE1,FTEINDKER,2029,0.22
RE1,FTEINDKER,2030,0.19
RE1,FTEINDKER,2031,0.16
RE1,FTEINDKER,2032,0.12
RE1,FTEINDKER,2033,0.08
RE1,FTEINDKER,2034,0.04
RE1,FTEINDLPG,2019,3.53
RE1,FTEINDLPG,2020,3.36
RE1,FTEINDLPG,2021,3.33
RE1,FTEINDLPG,2022,3.27
RE1,FTEINDLPG,2023,3.17
RE1,FTEINDLPG,2024,3.05
RE1,FTEINDLPG,2025,2.91
RE1,FTEINDLPG,2026,2.76
RE1,FTEINDLPG,2027,2.58
RE1,FTEINDLPG,2028,2.37
RE1,FTEINDLPG,2029,2.13
RE1,FTEINDLPG,2030,1.85
RE1,FTEINDLPG,2031,1.56
RE1,FTEINDLPG,2032,1.22
RE1,FTEINDLPG,2033,0.85
RE1,FTEINDLPG,2034,0.44
RE1,FTERESBGS,2019,0.2545
RE1,FTERESBGS,2020,0.909
RE1,FTERESBGS,2021,1.5453
RE1,FTERESBGS,2022,2.1816
RE1,FTERESBGS,2023,2.7997
RE1,FTERESBGS,2024,3.436
RE1,FTERESBGS,2025,4.0723
RE1,FTERESBGS,2026,4.6723
RE1,FTERESBGS,2027,5.3086
RE1,FTERESBGS,2028,5.9449
RE1,FTERESBGS,2029,6.5812
RE1,FTERESBGS,2030,7.1993
RE1,FTERESBGS,2031,8.4901
RE1,FTERESBGS,2032,9.7808
RE1,FTERESBGS,2033,11.0534
RE1,FTERESBGS,2034,12.3442
RE1,FTERESBGS,2035,13.6168
RE1,FTERESBGS,2036,14.9076
RE1,FTERESBGS,2037,16.1984
RE1,FTERESBGS,2038,17.471
RE1,FTERESBGS,2039,18.7618
RE1,FTERESBGS,2040,20.0344
RE1,FTERESBGS,2041,21.3251
RE1,FTERESBGS,2042,22.6159
RE1,FTERESBGS,2043,23.8885
RE1,FTERESBGS,2044,25.1793
RE1,FTERESBGS,2045,26.4701
RE1,FTERESBGS,2046,27.7427
RE1,FTERESBGS,2047,29.0335
RE1,FTERESBGS,2048,30.3061
RE1,FTERESBGS,2049,31.5968
RE1,FTERESBGS,2050,32.8876
RE1,FTERESBIO,2019,648.8624
RE1,FTERESBIO,2020,603.5617
RE1,FTERESBIO,2021,561.4279
RE1,FTERESBIO,2022,543.0999
RE1,FTERESBIO,2023,512.3895
RE1,FTERESBIO,2024,478.221
RE1,FTERESBIO,2025,443.3857
RE1,FTERESBIO,2026,407.9503
RE1,FTERESBIO,2027,371.8148
RE1,FTERESBIO,2028,328.6177
RE1,FTERESBIO,2029,297.8099
RE1,FTERESBIO,2030,260.0073
RE1,FTERESBIO,2031,265.9734
RE1,FTERESBIO,2032,272.1394
RE1,FTERESBIO,2033,262.459
RE1,FTERESBIO,2034,250.4213
RE1,FTERESBIO,2035,264.2238
RE1,FTERESBIO,2036,259.0833
RE1,FTERESBIO,2037,261.9976
RE1,FTERESBIO,2038,278.9627
RE1,FTERESBIO,2039,280.2187
RE1,FTERESBIO,2040,250.608
RE1,FTERESBIO,2041,269.4859
RE1,FTERESBIO,2042,288.103
RE1,FTERESBIO,2043,306.7908
RE1,FTERESBIO,2044,308.4692
RE1,FTERESBIO,2045,310.0357
RE1,FTERESBIO,2046,311.6022
RE1,FTERESBIO,2047,313.0354
RE1,FTERESBIO,2048,314.4019
RE1,FTERESBIO,2049,315.7684
RE1,FTERESBIO,2050,316.9683
RE1,FTERESCHC,2019,54.0179
RE1,FTERESCHC,2020,51.4092
RE1,FTERESCHC,2021,49.074
RE1,FTERESCHC,2022,46.5917
RE1,FTERESCHC,2023,43.8624
RE1,FTERESCHC,2024,40.9949
RE1,FTERESCHC,2025,37.9215
RE1,FTERESCHC,2026,34.6217
RE1,FTERESCHC,2027,31.0748
RE1,FTERESCHC,2028,27.322
RE1,FTERESCHC,2029,23.3222
RE1,FTERESCHC,2030,19.1165
RE1,FTERESCHC,2031,15.6755
RE1,FTERESCHC,2032,12.0875
RE1,FTERESCHC,2033,8.2642
RE1,FTERESCHC,2034,4.2056
RE1,FTERESELC,2019,11.6644
RE1,FTERESELC,2020,14.5065
RE1,FTERESELC,2021,17.6642
RE1,FTERESELC,2022,15.3005
RE1,FTERESELC,2023,15.7549
RE1,FTERESELC,2024,17.0064
RE1,FTERESELC,2025,18.2779
RE1,FTERESELC,2026,19.6138
RE1,FTERESELC,2027,20.9953
RE1,FTERESELC,2028,23.856
RE1,FTERESELC,2029,23.816
RE1,FTERESELC,2030,25.2343
RE1,FTERESELC,2031,26.397
RE1,FTERESELC,2032,27.5972
RE1,FTERESELC,2033,32.513
RE1,FTERESELC,2034,38.0398
RE1,FTERESELC,2035,37.7321
RE1,FTERESELC,2036,40.6014
RE1,FTERESELC,2037,41.6783
RE1,FTERESELC,2038,39.5627
RE1,FTERESELC,2039,41.0332
RE1,FTERESELC,2040,49.6145
RE1,FTERESELC,2041,47.1085
RE1,FTERESELC,2042,44.6472
RE1,FTERESELC,2043,42.199
RE1,FTERESELC,2044,43.6778
RE1,FTERESELC,2045,45.1614
RE1,FTERESELC,2046,46.6825
RE1,FTERESELC,2047,48.2293
RE1,FTERESELC,2048,49.7704
RE1,FTERESELC,2049,51.3772
RE1,FTERESELC,2050,52.9915
RE1,FTERESETH,2020,6.2539
RE1,FTERESETH,2021,12.5442
RE1,FTERESETH,2022,18.8345
RE1,FTERESETH,2023,25.1248
RE1,FTERESETH,2024,31.415
RE1,FTERESETH,2025,37.7053
RE1,FTERESETH,2026,43.9956
RE1,FTERESETH,2027,50.2859
RE1,FTERESETH,2028,56.558
RE1,FTERESETH,2029,62.8301
RE1,FTERESETH,2030,69.1204
RE1,FTERESETH,2031,70.8838
RE1,FTERESETH,2032,72.6655
RE1,FTERESETH,2033,74.4653
RE1,FTERESETH,2034,76.3015
RE1,FTERESETH,2035,78.1376
RE1,FTERESETH,2036,79.992
RE1,FTERESETH,2037,81.8827
RE1,FTERESETH,2038,83.7734
RE1,FTERESETH,2039,85.7005
RE1,FTERESETH,2040,87.6094
RE1,FTERESETH,2041,89.5547
RE1,FTERESETH,2042,91.4999
RE1,FTERESETH,2043,93.4634
RE1,FTERESETH,2044,95.445
RE1,FTERESETH,2045,97.4266
RE1,FTERESETH,2046,99.4082
RE1,FTERESETH,2047,101.408
RE1,FTERESETH,2048,103.4078
RE1,FTERESETH,2049,105.3895
RE1,FTERESETH,2050,107.3893
RE1,FTERESKER,2019,27.3098
RE1,FTERESKER,2020,25.3958
RE1,FTERESKER,2021,23.6934
RE1,FTERESKER,2022,21.8634
RE1,FTERESKER,2023,19.823
RE1,FTERESKER,2024,17.6325
RE1,FTERESKER,2025,15.273
RE1,FTERESKER,2026,12.7432
RE1,FTERESKER,2027,9.9594
RE1,FTERESKER,2028,7.0053
RE1,FTERESKER,2029,3.8384
RE1,FTERESKER,2030,0.48
RE1,FTERESKER,2031,0.4
RE1,FTERESKER,2032,0.3
RE1,FTERESKER,2033,0.2
RE1,FTERESKER,2034,0.1
RE1,FTERESLPG,2019,67.4238
RE1,FTERESLPG,2020,68.862
RE1,FTERESLPG,2021,71.0195
RE1,FTERESLPG,2022,73.1593
RE1,FTERESLPG,2023,75.3168
RE1,FTERESLPG,2024,77.4391
RE1,FTERESLPG,2025,79.5965
RE1,FTERESLPG,2026,81.7364
RE1,FTERESLPG,2027,83.8938
RE1,FTERESLPG,2028,86.0512
RE1,FTERESLPG,2029,88.1736
RE1,FTERESLPG,2030,90.331
RE1,FTERESLPG,2031,93.2602
RE1,FTERESLPG,2032,96.242
RE1,FTERESLPG,2033,99.2764
RE1,FTERESLPG,2034,102.3634
RE1,FTERESLPG,2035,105.5031
RE1,FTERESLPG,2036,108.6778
RE1,FTERESLPG,2037,111.9052
RE1,FTERESLPG,2038,115.1676
RE1,FTERESLPG,2039,118.5002
RE1,FTERESLPG,2040,121.8504
RE1,FTERESLPG,2041,125.2531
RE1,FTERESLPG,2042,128.691
RE1,FTERESLPG,2043,132.1464
RE1,FTERESLPG,2044,135.6368
RE1,FTERESLPG,2045,139.1799
RE1,FTERESLPG,2046,142.723
RE1,FTERESLPG,2047,146.3011
RE1,FTERESLPG,2048,149.9144
RE1,FTERESLPG,2049,153.5276
RE1,FTERESLPG,2050,157.1759
RE1,FTETRADSL,2019,85.9109
RE1,FTETRADSL,2020,80.6327
RE1,FTETRADSL,2021,80.8432
RE1,FTETRADSL,2022,80.3975
RE1,FTETRADSL,2023,78.999
RE1,FTETRADSL,2024,76.9351
RE1,FTETRADSL,2025,74.434
RE1,FTETRADSL,2026,73.432
RE1,FTETRADSL,2027,69.4443
RE1,FTETRADSL,2028,83.0206
RE1,FTETRADSL,2029,81.5074
RE1,FTETRADSL,2030,87.2525
RE1,FTETRADSL,2031,94.1518
RE1,FTETRADSL,2032,101.0759
RE1,FTETRADSL,2033,165.3283
RE1,FTETRADSL,2034,168.2129
RE1,FTETRADSL,2035,130.0927
RE1,FTETRADSL,2036,137.6692
RE1,FTETRADSL,2037,150.8109
RE1,FTETRADSL,2038,157.8325
RE1,FTETRADSL,2039,155.7139
RE1,FTETRADSL,2040,162.6981
RE1,FTETRADSL,2041,171.1145
RE1,FTETRADSL,2042,180.158
RE1,FTETRADSL,2043,189.1915
RE1,FTETRADSL,2044,198.235
RE1,FTETRADSL,2045,207.2785
RE1,FTETRADSL,2046,246.6675
RE1,FTETRADSL,2047,273.4648
RE1,FTETRADSL,2048,285.8136
RE1,FTETRADSL,2049,298.2246
RE1,FTETRADSL,2050,310.546
RE1,FTETRAELC,2019,0.03
RE1,FTETRAELC,2020,2.34
RE1,FTETRAELC,2021,4.5817
RE1,FTETRAELC,2022,7.0617
RE1,FTETRAELC,2023,6.8165
RE1,FTETRAELC,2024,8.8065
RE1,FTETRAELC,2025,10.2716
RE1,FTETRAELC,2026,10.6016
RE1,FTETRAELC,2027,10.9316
RE1,FTETRAELC,2028,6.5866
RE1,FTETRAELC,2029,6.5866
RE1,FTETRAELC,2030,6.5866
RE1,FTETRAELC,2031,6.5866
RE1,FTETRAELC,2032,6.5866
RE1,FTETRAELC,2033,0.2628
RE1,FTETRAELC,2034,0.2628
RE1,FTETRAELC,2050,0.1778
RE1,FTETRAGSL,2019,94.3093
RE1,FTETRAGSL,2020,91.865
RE1,FTETRAGSL,2021,94.0425
RE1,FTETRAGSL,2022,96.2956
RE1,FTETRAGSL,2023,104.0436
RE1,FTETRAGSL,2024,107.7825
RE1,FTETRAGSL,2025,113.173
RE1,FTETRAGSL,2026,122.4876
RE1,FTETRAGSL,2027,135.3839
RE1,FTETRAGSL,2028,149.1697
RE1,FTETRAGSL,2029,161.2131
RE1,FTETRAGSL,2030,166.0857
RE1,FTETRAGSL,2031,172.0302
RE1,FTETRAGSL,2032,177.9694
RE1,FTETRAGSL,2033,137.6437
RE1,FTETRAGSL,2034,146.9279
RE1,FTETRAGSL,2035,184.9598
RE1,FTETRAGSL,2036,192.0224
RE1,FTETRAGSL,2037,194.679
RE1,FTETRAGSL,2038,202.2812
RE1,FTETRAGSL,2039,214.3986
RE1,FTETRAGSL,2040,222.331
RE1,FTETRAGSL,2041,231.495
RE1,FTETRAGSL,2042,239.9983
RE1,FTETRAGSL,2043,248.2988
RE1,FTETRAGSL,2044,257.3241
RE1,FTETRAGSL,2045,266.3459
RE1,FTETRAGSL,2046,248.4947
RE1,FTETRAGSL,2047,240.7975
RE1,FTETRAGSL,2048,249.9786
RE1,FTETRAGSL,2049,261.328
RE1,FTETRAGSL,2050,268.4218
RE1,FTETRAHFO,2019,0.09
RE1,FTETRAHFO,2020,0.09
RE1,FTETRAHFO,2021,0.09
RE1,FTETRAHFO,2022,0.1
RE1,FTETRAHFO,2023,0.11
RE1,FTETRAHFO,2024,0.11
RE1,FTETRAHFO,2025,0.12
RE1,FTETRAHFO,2026,0.12
RE1,FTETRAHFO,2027,0.13
RE1,FTETRAHFO,2028,0.14
RE1,FTETRAHFO,2029,0.15
RE1,FTETRAHFO,2030,0.15
RE1,FTETRAHFO,2031,0.16
RE1,FTETRAHFO,2032,0.17
RE1,FTETRAHFO,2033,0.18
RE1,FTETRAHFO,2034,0.19
RE1,FTETRAHFO,2035,0.2
RE1,FTETRAHFO,2036,0.21
RE1,FTETRAHFO,2037,0.22
RE1,FTETRAHFO,2038,0.23
RE1,FTETRAHFO,2039,0.24
RE1,FTETRAHFO,2040,0.25
RE1,FTETRAHFO,2041,0.27
RE1,FTETRAHFO,2042,0.28
RE1,FTETRAHFO,2043,0.29
RE1,FTETRAHFO,2044,0.31
RE1,FTETRAHFO,2045,0.32
RE1,FTETRAHFO,2046,0.33
RE1,FTETRAHFO,2047,0.35
RE1,FTETRAHFO,2048,0.36
RE1,FTETRAHFO,2049,0.38
RE1,FTETRAHFO,2050,0.4
RE1,FTETRAJFL,2019,0.46
RE1,FTETRAJFL,2020,0.46
RE1,FTETRAJFL,2021,0.49
RE1,FTETRAJFL,2022,0.52
RE1,FTETRAJFL,2023,0.55
RE1,FTETRAJFL,2024,0.58
RE1,FTETRAJFL,2025,0.61
RE1,FTETRAJFL,2026,0.65
RE1,FTETRAJFL,2027,0.69
RE1,FTETRAJFL,2028,0.73
RE1,FTETRAJFL,2029,0.76
RE1,FTETRAJFL,2030,0.8
RE1,FTETRAJFL,2031,0.85
RE1,FTETRAJFL,2032,0.9
RE1,FTETRAJFL,2033,0.94
RE1,FTETRAJFL,2034,0.99
RE1,FTETRAJFL,2035,1.04
RE1,FTETRAJFL,2036,1.1
RE1,FTETRAJFL,2037,1.15
RE1,FTETRAJFL,2038,1.21
RE1,FTETRAJFL,2039,1.27
RE1,FTETRAJFL,2040,1.32
RE1,FTETRAJFL,2041,1.39
RE1,FTETRAJFL,2042,1.46
RE1,FTETRAJFL,2043,1.53
RE1,FTETRAJFL,2044,1.59
RE1,FTETRAJFL,2045,1.66
RE1,FTETRAJFL,2046,1.74
RE1,FTETRAJFL,2047,1.82
RE1,FTETRAJFL,2048,1.9
RE1,FTETRAJFL,2049,1.98
RE1,FTETRAJFL,2050,2.06
RE1,ICMCOA001,2019,25.32
RE1,ICMCOA001,2020,24.11
RE1,ICMCOA001,2021,23.88
RE1,ICMCOA001,2022,23.43
RE1,ICMCOA001,2023,22.78
RE1,ICMCOA001,2024,21.91
RE1,ICMCOA001,2025,20.85
RE1,ICMCOA001,2026,19.82
RE1,ICMCOA001,2027,18.55
RE1,ICMCOA001,2028,17.03
RE1,ICMCOA001,2029,15.27
RE1,ICMCOA001,2030,13.28
RE1,ICMCOA001,2031,11.17
RE1,ICMCOA001,2032,8.79
RE1,ICMCOA001,2033,6.12
RE1,ICMCOA001,2034,3.19
RE1,ICMCOA005,2019,0.01
RE1,ICMCOA005,2020,1.61
RE1,ICMCOA005,2021,3.41
RE1,ICMCOA005,2022,5.41
RE1,ICMCOA005,2023,7.59
RE1,ICMCOA005,2024,9.97
RE1,ICMCOA005,2025,12.52
RE1,ICMCOA005,2026,15.43
RE1,ICMCOA005,2027,18.56
RE1,ICMCOA005,2028,21.9
RE1,ICMCOA005,2029,25.47
RE1,ICMCOA005,2030,29.23
RE1,ICMCOA005,2031,33.55
RE1,ICMCOA005,2032,38.1
RE1,ICMCOA005,2033,42.92
RE1,ICMCOA005,2034,47.96
